,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,name,description
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5783682,Eldeco Accolade,
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5796302,M3M Crown,
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,5779128,Signature Global City 79B,"Introducing a premium and newly built Flats for sale in Gurgaons prime location, Sector 79B.This spacious and elegant apartment is nestled in a gated society, ensuring a safe and secure living experience for you and your family. Spread across a spacious area of 1525 square feet, this semi-furnished apartment offers 3.5 bedrooms and 3 well-appointed bathrooms. It guarantees a comfortable and convenient lifestyle for you and your loved ones.One of the major highlights of this apartment is its picturesque park view, allowing you to soak in the beauty of nature right from your balcony. It also offers a host of amenities including a gymnasium, swimming pool, badminton and tennis courts, kids play areas, and a clubhouse. Additionally, this apartment complex features an attached market, restaurant, and a food court to cater to your daily needs and cravings. There is also a medical facility available within the premises, ensuring any healthcare assistance you may require is just a few steps away.For the convenience of the residents, this apartment includes facilities like 24x7 security, maintenance staff, and security staff. You can also find ample visitor parking, ATMs, and a study room within the society premises.This apartment is situated in Signature Global City 79B, which is a well-planned and sought-after project in Gurgaon. With its proximity to major landmarks, schools, hospitals, and entertainment hubs, this location offers a perfect blend of peace, convenience, and accessibility.Priced at 1.24 crore, this apartment is a terrific investment opportunity for those looking for a luxurious home in Gurgaon.Dont miss out on the chance to own a beautiful property in this desirable locality."
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,5777282,M3M Capital,"Welcome to this beautiful and luxurious Flats located in Sector 113, Gurgaon.Built by a prestigious builder, this property offers a safe and secure environment for your family.Spread across 2060 square feet, this 4-bedroom apartment is the epitome of luxury living. The semi-furnished space has been designed to provide a comfortable and upscale lifestyle.As you enter the apartment, you will be greeted by a breathtaking view of the garden. The large windows allow for plenty of natural light to create a warm and inviting ambiance. Whether you are a nature lover or enjoy serene views, this apartment is perfect for you.The apartment is a part of the esteemed M3M Capital project and offers numerous amenities for your convenience and indulgence. Enjoy a refreshing swim in the swimming pool, play a game of tennis with your friends or let your children have a blast in the specially designed kids play areas. No need to worry about power cuts as the property has a power backup system. Stay connected with the world with the centrally provided Wi-Fi and relish gourmet meals at the on-site restaurant.Safety and security are of utmost importance, and this property ensures just that with 24 x 7 security, CCTV cameras, and a dedicated security staff. Say goodbye to waste disposal worries as the property has a waste disposal facility.The apartment boasts high-quality tiles that add a touch of elegance and sophistication to each room. The property also includes one parking space for your convenience. With 0-1 years of age, this apartment is ready to become your dream home.Located on the 9th floor of a total of 36 floors, this apartment offers a sense of exclusivity and tranquility.The professional and friendly neighbors within the society will make you feel right at home.Prized at 2.47 crores, this apartment offers an excellent investment opportunity in the fast-growing real estate market of Gurgaon."
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,5745446,Signature Global City 79B,"Experience a luxurious and serene lifestyle at this meticulously designed 2 BHK Flats in Gurgaons Sector 79B.Situated in a prime location, this property offers the perfect mix of luxury and convenience.Built by a reputed builder, the apartment is located in Signature Global City 79B project. With an impressive area of 1566 square feet, the apartment provides ample space for comfortable living. Whether you are a first-time homebuyer or looking for an investment opportunity, this property is worth considering.The apartment offers a peaceful ambiance with its garden view. As you step inside, you will be greeted with a well-furnished space that boasts of modern amenities. The central AC ensures a pleasant indoor temperature all year round. Power backup and 24 x 7 security provide a safe and secure living environment for you and your loved ones.The amenities within the complex are designed to cater to the needs of all age groups. Stay fit and active at the gymnasium or enjoy quality time with your children at the dedicated kids play area. The clubhouse provides a perfect setting to socialize and unwind. Parking is not an issue with one designated parking spot available.The apartment is equipped with a balcony, allowing you to enjoy a nice view and fresh air. High-speed elevators ensure a smooth and hassle-free commute within the building. The pre-school and ATMs within the complex provide convenience and ease of access.The unit is tastefully furnished, ensuring a comfortable living experience from the moment you step in. The apartment features two spacious bedrooms and two bathrooms, thoughtfully designed to make every inch of space count. The elegant tiles enhance the overall aesthetics of the living spaces.Located in a sought-after locality of Sector 79B, this property offers proximity to various amenities like schools, hospitals, and shopping centers. With a total floor count of 4 in the building, this apartment is located on the 4th floor, providing a pleasant view and privacy.Dont miss out on this rare opportunity of owning a luxurious apartment in this peaceful and prime location.Priced at 1.13 crore, this property is a worthy investment for those seeking a high-quality lifestyle."
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,5792049,Sector 57,"Situated in the prime location of Sector 57, Gurgaon, this well-maintained independent house is perfect for families looking for a safe and secure locality.The property offers a spacious area of 263 square yards, providing ample space for all your needs. With a road view, the house boasts of a picturesque view.This semi-furnished house offers a comfortable and stylish living experience. The property features 3.5 bedrooms and 3 bathrooms, providing ample space for the entire family. The house also includes 2 parking spaces, ensuring convenience for your vehicles.The Khushal Garg project is known for its quality construction and attention to detail. The property has been carefully designed with amenities such as kids play areas, a balcony, a medical facility, a pet area, visitors parking, a hypermarket, a food court, a study room, and tiles. These amenities ensure that residents have access to all the necessary facilities within the premises.With a property age of 5-7 years, the house is in excellent condition and has been well-maintained. The locality of Sector 57 provides easy access to schools, hospitals, shopping centers, and entertainment options.Priced at 6.1 crore, this independent house is a great investment for those looking for a spacious and well-maintained property in a prime location.Dont miss out on this opportunity to own a beautiful home in one of Gurgaons most sought-after areas."
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,5695923,Central Park Lavender Suites,
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,5775879,Smart World One DXP,"Introducing a luxurious Flats in Sector 113, Gurgaon, offering a wide range of amenities and a lifestyle fit for a royalty.This apartment is the perfect choice for families looking for a modern and luxurious living space.Spread across 2015 square feet, this apartment offers ample space for comfortable living. The semi-furnished apartment boasts 3 bedrooms and 3 bathrooms, providing enough room for everyone in the family. The apartment comes with 1 parking space, ensuring convenience and ease.The locality of Sector 113 is known for its wide roads and serene environment, making it an ideal choice for families. The apartment is located in a prime location, with easy access to all the major areas of the city.Step into a world of luxury and convenience with the wide range of amenities provided in this apartment complex. From a gymnasium and swimming pool to badminton and tennis courts, there is something for everyone. The kids play areas and jogging/cycle track ensure that your little ones and you stay active and entertained.The apartment complex also offers power backup, home automation, and 24 x 7 security, ensuring the safety and comfort of its residents. The clubhouse, pet area, and large green area provide spaces for relaxation and socializing.Other amenities include a conference room, visitors parking, service elevators, a private gym, and a view of water. The apartment is equipped with facilities like first aid medical center, tiles, broadband internet, satellite/cable TV, intercom, and reception/waiting room.Maintained by a dedicated maintenance staff, the apartment complex also offers a sauna, security staff, and CCTV security, ensuring a secure and hassle-free living experience.Priced at 2.61 crore, this apartment offers luxury and comfort, along with a prime location and a host of amenities. Dont miss out on the opportunity to make this luxurious apartment your dream home.Contact us today to book a viewing at your convenience.Note: The information mentioned, such as price, area, and amenities, are as per the details provided and are subject to change."
18,18.0,18.0,18.0,18.0,18.0,0.0,,5795059,M3M Crown,"Introducing a breakthrough price for a spacious Flats at a prime location in Gurgaon! This semi-furnished 3.5 bedroom apartment is located in Sector 111, offering a convenient and luxurious lifestyle.The apartment is spread across 1895 square feet and is situated on the 5th floor of a 31-floor building.One of the major highlights of this property is its close proximity to the adjoining metro station, allowing for easy and hassle-free traveling. The apartment is designed with utmost care and attention to detail, providing a comfortable and serene living experience.Upon entering the apartment, you will be greeted by a mesmerizing garden view, creating a peaceful ambiance. The apartment boasts a range of amenities, including a gymnasium, swimming pool, badminton and tennis courts, kids play areas, jogging and cycle tracks, power backup, and 24 x 7 security. Additionally, the apartment complex also features a restaurant, clubhouse, balcony, pre-school, medical facility, indoor games, conference room, large green area, visitors parking, and breathtaking views of the water and landmark. The built-in wardrobes, walk-in closets, barbeque area, double glazed windows, and centrally air-conditioned rooms add a luxurious touch to the apartment.The M3M Crown project ensures your convenience and provides a secure and comfortable living environment for you and your loved ones. The apartment comes with 1 parking space and is ideal for families looking for a spacious and well-designed home.Dont miss this opportunity to own a luxurious and conveniently located apartment at an unbeatable price of 2.7 crore.Act now and secure your dream home in Gurgaons sought-after Sector 111."
19,19.0,19.0,19.0,19.0,19.0,1.0,,5781480,Silani Chowk,"Welcome to the bustling locality of Silani Chowk in Gurgaon! If you are looking for a prime location to build your dream home or invest in a plot, look no further.Silani Chowk offers the perfect blend of convenience, family-friendly atmosphere, and excellent connectivity.One of the key highlights of this locality is its proximity to top-rated schools, making it an ideal choice for families. Living in Silani Chowk means that your children wont have to spend hours commuting to school, ensuring a stress-free experience for both you and your little ones.Another advantage of this locality is its fully renovated infrastructure. You can be assured of well-maintained roads, efficient drainage systems, and modern amenities that enhance the overall experience of living in Silani Chowk.Speaking of amenities, this locality has it all. From an attached market that caters to your everyday needs to a pre-school conveniently located within the vicinity for your little ones, everything you need is just a stones throw away. Additionally, the presence of medical facilities and ATMs in the vicinity ensures that your familys security and well-being are never compromised.Silani Chowk understands the importance of leading a healthy and active lifestyle. With a private gym at your disposal, you can easily maintain your fitness regime –no more relying on crowded gyms or spending extra time commuting. And if you love nature, you will appreciate the beautiful view of water that adds serenity and tranquility to this locality.Now, lets talk about the cherry on top – the price! This fantastic plot is available for an amazing price of 9.19 Lac. Yes, you read that right – under 10 Lac for a prime location in Silani Chowk is an incredible opportunity that shouldnt be missed.And with a generous area of 105 square yards, youll have ample space to build the house of your dreams.Dont wait any longer! Grab this exceptional plot in Silani Chowk and experience a fulfilling lifestyle surrounded by schools, amenities, and a close-knit community."
20,20.0,20.0,20.0,20.0,20.0,2.0,,5727961,Signature Global City 79B,"Looking for a luxurious and peaceful home in Gurgaon.We have a fantastic Flats for sale in Sector 79B, Gurgaon. This beautiful apartment is part of the esteemed Signature Global City 79B project, built by a reputed builder.This gated society offers a safe and secure locality, perfect for those who prioritize security and tranquility. The apartment provides a breathtaking garden view, allowing residents to enjoy the beauty of nature right from their own abode.With an area of 1556 square feet, this apartment offers plenty of space for comfortable living. The apartment is furnished, providing convenience and ease to the buyers. The well-designed layout includes 3 bedrooms and 3 bathrooms, making it an ideal space for families. The apartment is located on the 1st floor of a 4-story building. The project offers modern amenities such as a gymnasium, swimming pool, badminton and tennis courts, kids play areas, a jogging/cycle track, power backup, a restaurant, and 24x7 security with CCTV surveillance. Moreover, residents can enjoy the convenience of a clubhouse, medical facility, hypermarket, and ATMs within the vicinity. The apartment is adorned with impeccable tile work, adding a touch of elegance to the interiors.This apartment is priced at a competitive rate of 1.25 crore, offering a great opportunity for homebuyers looking for a luxurious lifestyle. The location of Sector 79B ensures easy accessibility to nearby facilities, making it a desirable choice for potential buyers.Dont miss out on the chance to own this luxurious and well-furnished apartment in the heart of Gurgaon.Experience the finest living experience with Signature Global City 79B."
21,21.0,21.0,21.0,21.0,21.0,3.0,,5782757,Emaar The Palm Drive-The Sky Terraces,"Introducing a luxurious 4 BHK Flats for sale in the peaceful and secure locality of Sector 66, Gurgaon.Situated in the prestigious Emaar The Palm Drive-The Sky Terraces project, this spacious apartment offers a quick and hassle-free deal. Spread across 3625 square feet, this vastu compliant apartment features a stunning garden view, providing a serene and tranquil environment. The semi-furnished unit comes with 4 bedrooms and 5 bathrooms, perfect for a large family or those who appreciate ample space. The apartment is located on the 7th floor of a well-maintained building with a total of 17 floors, ensuring a sense of privacy and exclusivity. With a market and restaurant within the complex, daily requirements are easily accessible. Residents of this apartment enjoy a range of amenities that cater to their lifestyle needs. Stay fit and active with the gymnasium, swimming pool, and badminton and tennis courts. Children have their dedicated play areas and a jogging/cycle track. Never worry about power outages with the power backup facility. Enjoy the convenience of an attached market, along with the presence of ATMs and a food court. Additional features include a pet area, indoor games, a large green area, ample visitors parking, service elevators, and enhanced security with 24 x 7 CCTV surveillance. The apartment is designed to offer a contemporary living experience with tiles, intercom facility, and a balcony or terrace. The reception/waiting room, maintenance and security staff ensure a smooth and secure living environment. With a servant quarter, the unit is equipped to meet all your lifestyle needs. Priced at 6.25 crore, this apartment at Sector 66, Gurgaon, offers a comfortable and luxurious lifestyle in one of the citys prime locations.Official Site with blocked FAQLINK TEXT Start a new chapter of your life in this spacious and modern home."
22,22.0,22.0,22.0,22.0,22.0,4.0,,5750561,DLF Privana,"Welcome to this newly built, well-maintained Flats located in the Prime Location of Sector 76, Gurgaon.With a spacious area of 3200 square feet, this semi-furnished property offers a comfortable and luxurious living space for you and your family.This apartment is situated in a safe and secure locality, providing you with a peaceful and pleasant environment. The building boasts modern amenities such as a gymnasium, swimming pool, badminton courts, tennis courts, squash court, kids play areas, jogging/cycle track, power backup, home automation, 24x7 security, clubhouse, medical facility, day care center, pet area, indoor games, ATMs, food court, study room, and a view of water.The apartment features 3.5 bedrooms and 3 bathrooms, making it ideal for a family. The bedrooms offer a comfortable living space with the convenience of a walk-in closet and a balcony or terrace. The property is fully equipped with modern fittings and fixtures, ensuring a stylish and comfortable living experience.DLF Privana is a renowned project known for its quality and attention to detail. The project guarantees a hassle-free stay with 24x7 security, CCTV security, cleaning services, a laundry facility, and a dedicated staff who are always ready to assist you. With its prime location, excellent amenities, and modern design, this apartment is the perfect choice for those looking for a safe and luxurious living space in Gurgaon.Dont miss out on this opportunity to make this your dream home."
23,23.0,23.0,23.0,23.0,23.0,5.0,,5672189,M3M Crown,
24,24.0,24.0,24.0,24.0,24.0,6.0,,5798247,Anant Raj Ashok Estate,"Welcome to Sector 63A in Gurgaon, where you can find your dream home in a safe and secure locality.Presenting an amazing opportunity for a quick deal on a builder floor. This freehold property, nestled in the Anant Raj Ashok Estate project, offers a luxury lifestyle that is perfect for families.Spread across an impressive area of 2300 square feet, this semi-furnished builder floor offers everything you need for a comfortable living experience. The property features 3 spacious bedrooms, 3 luxurious bathrooms, and ample parking space for 2 cars.One of the key highlights of this property is its park view, allowing you to enjoy the serene beauty of nature right from your home. Additionally, the Flats comes with a host of amenities that will enrich your living experience. Children can indulge in play at the kids play areas, while adults can unwind at the squash court or enjoy a swim in their private pool. The home automation feature, high-speed elevators, and 24x7 security ensure both convenience and safety.Residents can make use of the well-equipped clubhouse, which offers various facilities including a hypermarket, ATMs, food court, and more. For those working from home or in need of privacy, the property provides a study room and a servant quarter. The built-in wardrobes and walk-in closet offer ample storage space.Additional features include a lobby in the building, electricity backup, waste disposal, a first-aid medical center, service elevators, and broadband internet connectivity. Security measures such as CCTV security, maintenance staff, and security staff provide peace of mind to residents. The property also offers laundry facilities, cleaning services, and facilities for the disabled.Convenience is further enhanced with the presence of a 24-hour concierge service and a balcony or terrace where you can relax and enjoy the view. The propertys prime location ensures easy access to nearby amenities and transportation options. With all these features and more, this builder floor provides the perfect opportunity for a luxurious and comfortable lifestyle.Dont miss your chance to make this dream home yours.Priced at 2.1 Cr, this property is a fantastic investment opportunity."
25,25.0,25.0,25.0,25.0,25.0,7.0,,5643907,Godrej Nature Plus,"Looking for a luxurious living space that comes with top-notch amenities and park view.Look no further than this 3 BHK Flats in Godrej Nature Plus of Sohna Sector 33, Gurgaon.Spanning across a sprawling area of 1586 square feet, this unfurnished apartment is ideal for families looking for a blank canvas to design and decorate their dream abode.While the 24x7 security will ensure your familys safety, the power backup will ensure that your daily life is not disrupted by power cuts. Enjoy indoor and outdoor activities with amenities that include gymnasium, swimming pool, badminton court, tennis court, kids play area, jogging/cycle track.With 2 well-appointed bathrooms and an ample parking space for 1 car, along with the beautiful park view, you will always step into the magical charm of your living space. This is a 2-4 years old property, located on the ground floor of the 22 floors. All in all, this is an ideal living space for those looking for personalized styling with modern world comfort.Going at a price of 1.58 Cr, this apartment signifies the perfect alternative to owning a lavish apartment."
26,26.0,26.0,26.0,26.0,26.0,8.0,,5784012,Signature Global City 81,
27,27.0,27.0,27.0,27.0,27.0,9.0,,5797736,Landmark Avana,"Introducing a stunning Flats for sale in Sector 95, Gurgaon, offering a breakthrough price along with a safe and secure locality.With its luxurious lifestyle and ample parking, this property is perfect for a family looking to settle down in a desirable neighborhood.Spanning across an area of 1522 square feet, this unfurnished apartment features a mesmerizing park view, adding tranquility to your everyday life. The property also comes with a balcony, allowing you to enjoy the scenic beauty of the surrounding. The Landmark Avana project offers a wide range of amenities like a gymnasium, swimming pool, badminton and tennis courts, perfect for fitness enthusiasts. It also provides residents with the convenience of an attached market and multiple high-quality dining options right at their doorstep. Safety and security are of utmost importance, and this property ensures that with 24 x 7 security, CCTV surveillance, and a 24-hour concierge service. Additionally, this apartment is equipped with home automation, further enhancing your comfort and convenience. Situated close to a pre-school and a golf course, this apartment is perfect for families with young children. It also offers easy access to ATMs and high street retail outlets for all your shopping needs. With 3.5 bedrooms and 2 bathrooms, this apartment is designed to provide ample space for your family. The maintenance staff ensures that the premises are clean and well-maintained at all times. For your convenience, electricity backup is available to deal with unexpected power cuts, and there is also a waste disposal system in place. If you are looking for a modern and luxurious lifestyle in a safe neighbourhood, this apartment in Sector 95, Gurgaon is the perfect choice for you. Dont miss out on this incredible opportunity.Schedule a visit today and experience the extravagant living offered by Landmark Avana."
