,url,id,name,description,gym,swimmingPool,security,garden(Kids Play Areas),Tennis Court,Badminton Court,Squash Court,parking,lift,garden(green areas)
10,https://www.squareyards.com/resale-4-bhk-study-room-2060-sq-ft-apartment-in-m3m-capital/5777282,5777282,M3M Capital,"Welcome to this beautiful and luxurious Flats located in Sector 113, Gurgaon.Built by a prestigious builder, this property offers a safe and secure environment for your family.Spread across 2060 square feet, this 4-bedroom apartment is the epitome of luxury living. The semi-furnished space has been designed to provide a comfortable and upscale lifestyle.As you enter the apartment, you will be greeted by a breathtaking view of the garden. The large windows allow for plenty of natural light to create a warm and inviting ambiance. Whether you are a nature lover or enjoy serene views, this apartment is perfect for you.The apartment is a part of the esteemed M3M Capital project and offers numerous amenities for your convenience and indulgence. Enjoy a refreshing swim in the swimming pool, play a game of tennis with your friends or let your children have a blast in the specially designed kids play areas. No need to worry about power cuts as the property has a power backup system. Stay connected with the world with the centrally provided Wi-Fi and relish gourmet meals at the on-site restaurant.Safety and security are of utmost importance, and this property ensures just that with 24 x 7 security, CCTV cameras, and a dedicated security staff. Say goodbye to waste disposal worries as the property has a waste disposal facility.The apartment boasts high-quality tiles that add a touch of elegance and sophistication to each room. The property also includes one parking space for your convenience. With 0-1 years of age, this apartment is ready to become your dream home.Located on the 9th floor of a total of 36 floors, this apartment offers a sense of exclusivity and tranquility.The professional and friendly neighbors within the society will make you feel right at home.Prized at 2.47 crores, this apartment offers an excellent investment opportunity in the fast-growing real estate market of Gurgaon.",No,Yes,Yes,Yes,Yes,No,No,No,No,No
11,https://www.squareyards.com/resale-3-5-bhk-study-room-1525-sq-ft-apartment-in-signature-global-city-79b/5779128,5779128,Signature Global City 79B,"Introducing a premium and newly built Flats for sale in Gurgaons prime location, Sector 79B.This spacious and elegant apartment is nestled in a gated society, ensuring a safe and secure living experience for you and your family. Spread across a spacious area of 1525 square feet, this semi-furnished apartment offers 3.5 bedrooms and 3 well-appointed bathrooms. It guarantees a comfortable and convenient lifestyle for you and your loved ones.One of the major highlights of this apartment is its picturesque park view, allowing you to soak in the beauty of nature right from your balcony. It also offers a host of amenities including a gymnasium, swimming pool, badminton and tennis courts, kids play areas, and a clubhouse. Additionally, this apartment complex features an attached market, restaurant, and a food court to cater to your daily needs and cravings. There is also a medical facility available within the premises, ensuring any healthcare assistance you may require is just a few steps away.For the convenience of the residents, this apartment includes facilities like 24x7 security, maintenance staff, and security staff. You can also find ample visitor parking, ATMs, and a study room within the society premises.This apartment is situated in Signature Global City 79B, which is a well-planned and sought-after project in Gurgaon. With its proximity to major landmarks, schools, hospitals, and entertainment hubs, this location offers a perfect blend of peace, convenience, and accessibility.Priced at 1.24 crore, this apartment is a terrific investment opportunity for those looking for a luxurious home in Gurgaon.Dont miss out on the chance to own a beautiful property in this desirable locality.",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
12,https://www.squareyards.com/resale-2-bhk-1566-sq-ft-apartment-in-signature-global-city-79b/5745446,5745446,Signature Global City 79B,"Experience a luxurious and serene lifestyle at this meticulously designed 2 BHK Flats in Gurgaons Sector 79B.Situated in a prime location, this property offers the perfect mix of luxury and convenience.Built by a reputed builder, the apartment is located in Signature Global City 79B project. With an impressive area of 1566 square feet, the apartment provides ample space for comfortable living. Whether you are a first-time homebuyer or looking for an investment opportunity, this property is worth considering.The apartment offers a peaceful ambiance with its garden view. As you step inside, you will be greeted with a well-furnished space that boasts of modern amenities. The central AC ensures a pleasant indoor temperature all year round. Power backup and 24 x 7 security provide a safe and secure living environment for you and your loved ones.The amenities within the complex are designed to cater to the needs of all age groups. Stay fit and active at the gymnasium or enjoy quality time with your children at the dedicated kids play area. The clubhouse provides a perfect setting to socialize and unwind. Parking is not an issue with one designated parking spot available.The apartment is equipped with a balcony, allowing you to enjoy a nice view and fresh air. High-speed elevators ensure a smooth and hassle-free commute within the building. The pre-school and ATMs within the complex provide convenience and ease of access.The unit is tastefully furnished, ensuring a comfortable living experience from the moment you step in. The apartment features two spacious bedrooms and two bathrooms, thoughtfully designed to make every inch of space count. The elegant tiles enhance the overall aesthetics of the living spaces.Located in a sought-after locality of Sector 79B, this property offers proximity to various amenities like schools, hospitals, and shopping centers. With a total floor count of 4 in the building, this apartment is located on the 4th floor, providing a pleasant view and privacy.Dont miss out on this rare opportunity of owning a luxurious apartment in this peaceful and prime location.Priced at 1.13 crore, this property is a worthy investment for those seeking a high-quality lifestyle.",Yes,No,Yes,Yes,No,Yes,No,No,No,No
13,https://www.squareyards.com/resale-3-bhk-2015-sq-ft-apartment-in-smart-world-one-dxp/5775879,5775879,Smart World One DXP,"Introducing a luxurious Flats in Sector 113, Gurgaon, offering a wide range of amenities and a lifestyle fit for a royalty.This apartment is the perfect choice for families looking for a modern and luxurious living space.Spread across 2015 square feet, this apartment offers ample space for comfortable living. The semi-furnished apartment boasts 3 bedrooms and 3 bathrooms, providing enough room for everyone in the family. The apartment comes with 1 parking space, ensuring convenience and ease.The locality of Sector 113 is known for its wide roads and serene environment, making it an ideal choice for families. The apartment is located in a prime location, with easy access to all the major areas of the city.Step into a world of luxury and convenience with the wide range of amenities provided in this apartment complex. From a gymnasium and swimming pool to badminton and tennis courts, there is something for everyone. The kids play areas and jogging/cycle track ensure that your little ones and you stay active and entertained.The apartment complex also offers power backup, home automation, and 24 x 7 security, ensuring the safety and comfort of its residents. The clubhouse, pet area, and large green area provide spaces for relaxation and socializing.Other amenities include a conference room, visitors parking, service elevators, a private gym, and a view of water. The apartment is equipped with facilities like first aid medical center, tiles, broadband internet, satellite/cable TV, intercom, and reception/waiting room.Maintained by a dedicated maintenance staff, the apartment complex also offers a sauna, security staff, and CCTV security, ensuring a secure and hassle-free living experience.Priced at 2.61 crore, this apartment offers luxury and comfort, along with a prime location and a host of amenities. Dont miss out on the opportunity to make this luxurious apartment your dream home.Contact us today to book a viewing at your convenience.Note: The information mentioned, such as price, area, and amenities, are as per the details provided and are subject to change.",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
14,https://www.squareyards.com/resale-3-5-bhk-study-room-1895-sq-ft-apartment-in-m3m-crown/5795059,5795059,M3M Crown,"Introducing a breakthrough price for a spacious Flats at a prime location in Gurgaon! This semi-furnished 3.5 bedroom apartment is located in Sector 111, offering a convenient and luxurious lifestyle.The apartment is spread across 1895 square feet and is situated on the 5th floor of a 31-floor building.One of the major highlights of this property is its close proximity to the adjoining metro station, allowing for easy and hassle-free traveling. The apartment is designed with utmost care and attention to detail, providing a comfortable and serene living experience.Upon entering the apartment, you will be greeted by a mesmerizing garden view, creating a peaceful ambiance. The apartment boasts a range of amenities, including a gymnasium, swimming pool, badminton and tennis courts, kids play areas, jogging and cycle tracks, power backup, and 24 x 7 security. Additionally, the apartment complex also features a restaurant, clubhouse, balcony, pre-school, medical facility, indoor games, conference room, large green area, visitors parking, and breathtaking views of the water and landmark. The built-in wardrobes, walk-in closets, barbeque area, double glazed windows, and centrally air-conditioned rooms add a luxurious touch to the apartment.The M3M Crown project ensures your convenience and provides a secure and comfortable living environment for you and your loved ones. The apartment comes with 1 parking space and is ideal for families looking for a spacious and well-designed home.Dont miss this opportunity to own a luxurious and conveniently located apartment at an unbeatable price of 2.7 crore.Act now and secure your dream home in Gurgaons sought-after Sector 111.",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
15,https://www.squareyards.com/resale-3-bhk-1556-sq-ft-apartment-in-signature-global-city-79b/5727961,5727961,Signature Global City 79B,"Looking for a luxurious and peaceful home in Gurgaon.We have a fantastic Flats for sale in Sector 79B, Gurgaon. This beautiful apartment is part of the esteemed Signature Global City 79B project, built by a reputed builder.This gated society offers a safe and secure locality, perfect for those who prioritize security and tranquility. The apartment provides a breathtaking garden view, allowing residents to enjoy the beauty of nature right from their own abode.With an area of 1556 square feet, this apartment offers plenty of space for comfortable living. The apartment is furnished, providing convenience and ease to the buyers. The well-designed layout includes 3 bedrooms and 3 bathrooms, making it an ideal space for families. The apartment is located on the 1st floor of a 4-story building. The project offers modern amenities such as a gymnasium, swimming pool, badminton and tennis courts, kids play areas, a jogging/cycle track, power backup, a restaurant, and 24x7 security with CCTV surveillance. Moreover, residents can enjoy the convenience of a clubhouse, medical facility, hypermarket, and ATMs within the vicinity. The apartment is adorned with impeccable tile work, adding a touch of elegance to the interiors.This apartment is priced at a competitive rate of 1.25 crore, offering a great opportunity for homebuyers looking for a luxurious lifestyle. The location of Sector 79B ensures easy accessibility to nearby facilities, making it a desirable choice for potential buyers.Dont miss out on the chance to own this luxurious and well-furnished apartment in the heart of Gurgaon.Experience the finest living experience with Signature Global City 79B.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
16,https://www.squareyards.com/resale-2-bhk-1118-sq-ft-apartment-in-signature-global-city-93/5778485,5778485,Signature Global City 93,"Looking for a spacious and newly built Flats in a prime location of Gurgaon.This 2 Bedroom apartment in Sector 93 might just be the perfect place for you. Situated in a gated society, this apartment offers a safe and secure locality for your family. The apartment is located on the 3rd floor with a beautiful pool view. The total area of the apartment is 1118 square feet and it is semi-furnished, saving you time and effort in setting up your new home. Apart from the convenience of the location and the modern design, Signature Global City 93 also offers a wide range of amenities including a gymnasium, swimming pool, badminton court, squash court, kids play areas, balcony, high-speed elevators, pet area, visitors parking, hypermarket, ATMs, food court, tiles, kids play area, maintenance staff and security staff. The apartment also comes with 1 parking space for your convenience. It is a newly built property, ensuring safety and durability. Priced at 96.44 lac, this apartment is a great investment opportunity in Gurgaons real estate market.Dont miss out on this chance to own a beautiful and spacious home in a prime location.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
17,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-2300-sq-ft-builder-floor-in-anant-raj-ashok-estate/5798247,5798247,Anant Raj Ashok Estate,"Welcome to Sector 63A in Gurgaon, where you can find your dream home in a safe and secure locality.Presenting an amazing opportunity for a quick deal on a builder floor. This freehold property, nestled in the Anant Raj Ashok Estate project, offers a luxury lifestyle that is perfect for families.Spread across an impressive area of 2300 square feet, this semi-furnished builder floor offers everything you need for a comfortable living experience. The property features 3 spacious bedrooms, 3 luxurious bathrooms, and ample parking space for 2 cars.One of the key highlights of this property is its park view, allowing you to enjoy the serene beauty of nature right from your home. Additionally, the Flats comes with a host of amenities that will enrich your living experience. Children can indulge in play at the kids play areas, while adults can unwind at the squash court or enjoy a swim in their private pool. The home automation feature, high-speed elevators, and 24x7 security ensure both convenience and safety.Residents can make use of the well-equipped clubhouse, which offers various facilities including a hypermarket, ATMs, food court, and more. For those working from home or in need of privacy, the property provides a study room and a servant quarter. The built-in wardrobes and walk-in closet offer ample storage space.Additional features include a lobby in the building, electricity backup, waste disposal, a first-aid medical center, service elevators, and broadband internet connectivity. Security measures such as CCTV security, maintenance staff, and security staff provide peace of mind to residents. The property also offers laundry facilities, cleaning services, and facilities for the disabled.Convenience is further enhanced with the presence of a 24-hour concierge service and a balcony or terrace where you can relax and enjoy the view. The propertys prime location ensures easy access to nearby amenities and transportation options. With all these features and more, this builder floor provides the perfect opportunity for a luxurious and comfortable lifestyle.Dont miss your chance to make this dream home yours.Priced at 2.1 Cr, this property is a fantastic investment opportunity.",No,No,Yes,Yes,No,No,Yes,No,Yes,No
18,https://www.squareyards.com/resale-3-bhk-servant-room-1586-sq-ft-apartment-in-godrej-nature-plus/5643907,5643907,Godrej Nature Plus,"Looking for a luxurious living space that comes with top-notch amenities and park view.Look no further than this 3 BHK Flats in Godrej Nature Plus of Sohna Sector 33, Gurgaon.Spanning across a sprawling area of 1586 square feet, this unfurnished apartment is ideal for families looking for a blank canvas to design and decorate their dream abode.While the 24x7 security will ensure your familys safety, the power backup will ensure that your daily life is not disrupted by power cuts. Enjoy indoor and outdoor activities with amenities that include gymnasium, swimming pool, badminton court, tennis court, kids play area, jogging/cycle track.With 2 well-appointed bathrooms and an ample parking space for 1 car, along with the beautiful park view, you will always step into the magical charm of your living space. This is a 2-4 years old property, located on the ground floor of the 22 floors. All in all, this is an ideal living space for those looking for personalized styling with modern world comfort.Going at a price of 1.58 Cr, this apartment signifies the perfect alternative to owning a lavish apartment.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
19,https://www.squareyards.com/resale-3-5-bhk-extra-room-1522-sq-ft-apartment-in-landmark-avana/5797736,5797736,Landmark Avana,"Introducing a stunning Flats for sale in Sector 95, Gurgaon, offering a breakthrough price along with a safe and secure locality.With its luxurious lifestyle and ample parking, this property is perfect for a family looking to settle down in a desirable neighborhood.Spanning across an area of 1522 square feet, this unfurnished apartment features a mesmerizing park view, adding tranquility to your everyday life. The property also comes with a balcony, allowing you to enjoy the scenic beauty of the surrounding. The Landmark Avana project offers a wide range of amenities like a gymnasium, swimming pool, badminton and tennis courts, perfect for fitness enthusiasts. It also provides residents with the convenience of an attached market and multiple high-quality dining options right at their doorstep. Safety and security are of utmost importance, and this property ensures that with 24 x 7 security, CCTV surveillance, and a 24-hour concierge service. Additionally, this apartment is equipped with home automation, further enhancing your comfort and convenience. Situated close to a pre-school and a golf course, this apartment is perfect for families with young children. It also offers easy access to ATMs and high street retail outlets for all your shopping needs. With 3.5 bedrooms and 2 bathrooms, this apartment is designed to provide ample space for your family. The maintenance staff ensures that the premises are clean and well-maintained at all times. For your convenience, electricity backup is available to deal with unexpected power cuts, and there is also a waste disposal system in place. If you are looking for a modern and luxurious lifestyle in a safe neighbourhood, this apartment in Sector 95, Gurgaon is the perfect choice for you. Dont miss out on this incredible opportunity.Schedule a visit today and experience the extravagant living offered by Landmark Avana.",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No
